measure,location,sex,age,cause,name,metric,year,value,lastvalue
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low physical activity,Rate,2013,129.4039652,130.4331995
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Occupational risks,Rate,2013,452.3141455,457.688033
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Intimate partner violence,Rate,2013,78.58826562,78.95095568
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Unsafe sex,Rate,2015,115.7224294,115.6933463
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Impaired kidney function,Rate,2015,198.9596777,200.9090824
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High LDL cholesterol,Rate,2015,343.402289,346.8931578
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Childhood maltreatment,Rate,2015,94.64869798,94.0962599
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High LDL cholesterol,Rate,2014,342.6608476,346.8931578
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Childhood maltreatment,Rate,2014,94.79024661,94.0962599
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Unsafe sex,Rate,2014,112.0146676,115.6933463
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Dietary risks,Rate,2014,901.3307155,928.764374
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low physical activity,Rate,2014,127.0160308,130.4331995
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Occupational risks,Rate,2014,452.1602795,457.688033
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Dietary risks,Rate,2015,908.6618652,928.764374
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,"Unsafe water, sanitation, and handwashing",Rate,2013,6.31186689,6.379863173
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Air pollution,Rate,2013,354.7452916,342.5510594
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Other environmental risks,Rate,2013,45.17060989,42.78366456
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Child and maternal malnutrition,Rate,2013,728.7096914,715.6780858
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Tobacco,Rate,2013,1522.941033,1420.29808
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Alcohol use,Rate,2013,433.0799614,440.5191888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Drug use,Rate,2013,322.5506567,335.1616829
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High fasting plasma glucose,Rate,2013,806.3627725,899.4947739
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High systolic blood pressure,Rate,2013,747.6401108,753.7317619
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High body-mass index,Rate,2013,1115.808654,1152.92888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low bone mineral density,Rate,2013,114.4224568,117.0326253
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Intimate partner violence,Rate,2014,78.50805506,78.95095568
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low physical activity,Rate,2015,127.8659032,130.4331995
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Occupational risks,Rate,2015,454.155113,457.688033
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Intimate partner violence,Rate,2015,79.09341387,78.95095568
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Child and maternal malnutrition,Rate,2014,723.1465492,715.6780858
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Tobacco,Rate,2014,1483.911212,1420.29808
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Alcohol use,Rate,2014,434.8570771,440.5191888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Drug use,Rate,2014,329.4714429,335.1616829
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High fasting plasma glucose,Rate,2014,820.2744565,899.4947739
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High systolic blood pressure,Rate,2014,735.9904354,753.7317619
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High body-mass index,Rate,2014,1116.694212,1152.92888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low bone mineral density,Rate,2014,115.1753597,117.0326253
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,"Unsafe water, sanitation, and handwashing",Rate,2014,6.294972293,6.379863173
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Air pollution,Rate,2014,338.9612716,342.5510594
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Other environmental risks,Rate,2014,44.0596872,42.78366456
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Unsafe sex,Rate,2016,114.5232869,115.6933463
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Impaired kidney function,Rate,2017,200.9090824,200.9090824
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High LDL cholesterol,Rate,2017,346.8931578,346.8931578
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Childhood maltreatment,Rate,2017,94.0962599,94.0962599
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,"Unsafe water, sanitation, and handwashing",Rate,2015,6.337872158,6.379863173
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Air pollution,Rate,2015,342.1801112,342.5510594
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Other environmental risks,Rate,2015,43.62033427,42.78366456
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Child and maternal malnutrition,Rate,2015,723.1621754,715.6780858
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Tobacco,Rate,2015,1463.271711,1420.29808
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Alcohol use,Rate,2015,435.2574198,440.5191888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Drug use,Rate,2015,333.9907504,335.1616829
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High LDL cholesterol,Rate,2016,343.7499764,346.8931578
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Childhood maltreatment,Rate,2016,94.46160462,94.0962599
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Impaired kidney function,Rate,2016,200.439256,200.9090824
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Unsafe sex,Rate,2017,115.6933463,115.6933463
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High fasting plasma glucose,Rate,2015,846.0779224,899.4947739
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High systolic blood pressure,Rate,2015,740.7536008,753.7317619
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High body-mass index,Rate,2015,1128.547562,1152.92888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low bone mineral density,Rate,2015,116.2774067,117.0326253
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Child and maternal malnutrition,Rate,2016,715.9506111,715.6780858
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Tobacco,Rate,2016,1446.891469,1420.29808
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Alcohol use,Rate,2016,440.8577158,440.5191888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Drug use,Rate,2016,337.1081235,335.1616829
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High fasting plasma glucose,Rate,2016,872.5781704,899.4947739
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High systolic blood pressure,Rate,2016,745.818205,753.7317619
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High body-mass index,Rate,2016,1142.98558,1152.92888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low bone mineral density,Rate,2016,117.0014838,117.0326253
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Dietary risks,Rate,2016,917.3016676,928.764374
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low physical activity,Rate,2016,128.6611743,130.4331995
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Occupational risks,Rate,2016,456.8317963,457.688033
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,"Unsafe water, sanitation, and handwashing",Rate,2016,6.372244739,6.379863173
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Air pollution,Rate,2016,341.4624071,342.5510594
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Other environmental risks,Rate,2016,43.31212318,42.78366456
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Intimate partner violence,Rate,2016,78.76140405,78.95095568
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,"Unsafe water, sanitation, and handwashing",Rate,2017,6.379863173,6.379863173
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Air pollution,Rate,2017,342.5510594,342.5510594
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Other environmental risks,Rate,2017,42.78366456,42.78366456
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Child and maternal malnutrition,Rate,2017,715.6780858,715.6780858
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Tobacco,Rate,2017,1420.29808,1420.29808
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Alcohol use,Rate,2017,440.5191888,440.5191888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Drug use,Rate,2017,335.1616829,335.1616829
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low physical activity,Rate,2017,130.4331995,130.4331995
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Occupational risks,Rate,2017,457.688033,457.688033
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Intimate partner violence,Rate,2017,78.95095568,78.95095568
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Dietary risks,Rate,2017,928.764374,928.764374
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High fasting plasma glucose,Rate,2017,899.4947739,899.4947739
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High systolic blood pressure,Rate,2017,753.7317619,753.7317619
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,High body-mass index,Rate,2017,1152.92888,1152.92888
DALYs (Disability-Adjusted Life Years),England,Female,Age-standardized,All causes,Low bone mineral density,Rate,2017,117.0326253,117.0326253
